S1,S2,S3,S4,S5,S6
0.020305550669706057,0.015715942874814877,0.013239480218061605,0.010932140991894802,0.010932140991894802,0.02525984407740505
0.0578991212010325,0.03796849950507218,0.04344903486973112,0.022690518430980515,0.032619675480366817,0.06248481550656038
0.027892579539032604,0.023497365571970612,0.03715259711052614,0.019402311053000464,0.03603819329518303,0.04950864223992358
0.04596561077501241,0.04596561077501241,0.025518953717010805,0.030904987703002106,0.025518953717010805,0.04596561077501241
0.022791832459279175,0.022791832459279175,0.010831443424893408,0.018124471486547316,0.022791832459279175,0.027078608562233524
0.021472926238044254,0.030869276417347588,0.030869276417347588,0.05053619723309534,0.05053619723309534,0.04518394437653454
0.025694657366403438,0.012210963207256812,0.017554365641094083,0.02338221437288589,0.020432849601980208,0.025694657366403438
0.014593401248509545,0.02097933611914352,0.02794423589937646,0.024419430951600814,0.02794423589937646,0.040187093450509706
0.010005142031126804,0.008261474130910029,0.011876617361540177,0.010005142031126804,0.011876617361540177,0.021080703530848517
0.046221158481349466,0.03577391709865748,0.03577391709865748,0.024884635218520836,0.03013678985237661,0.05099832638260946
0.014305442569564604,0.016062614984744795,0.012051241558906332,0.009950985210855589,0.012051241558906332,0.022992782020387115
0.008302016444263182,0.008302016444263182,0.015420311144423004,0.010054241210878652,0.013891930597087133,0.01746933999922445
0.0144390556899718,0.02075745039861,0.024161161433397603,0.0144390556899718,0.02075745039861,0.02764868665596479
0.01230182836869552,0.010157900459052972,0.016997418535203514,0.01945089851477573,0.014602901980581085,0.025919791635246336
0.011143087726551947,0.011143087726551947,0.01761876869148584,0.009201101863918476,0.015396388259217528,0.021654649832166334
0.026287515852813748,0.026287515852813748,0.03618182631529026,0.031835762672046,0.03779068507897147,0.04091254911491117
0.032575398497100505,0.027442282491938363,0.04208856000798695,0.02265971899198925,0.027442282491938363,0.04768122756869293
