0,1,2
0.012702,0.012702,0.012702
0.014646666666666669,0.014646666666666669,0.014646666666666669
0.012524137931034483,0.012524137931034483,0.012524137931034483
0.03623931034482759,0.03623931034482759,0.03623931034482759
0.009788333333333333,0.009788333333333333,0.009788333333333333
0.013860714285714285,0.013860714285714285,0.013860714285714285
0.011035,0.011035,0.011035
0.009420000000000001,0.009420000000000001,0.009420000000000001
0.005332758620689655,0.005332758620689655,0.005332758620689655
0.02093724137931035,0.02093724137931035,0.02093724137931035
0.011562,0.011562,0.011562
0.0075025,0.0075025,0.0075025
0.01304851851851852,0.01304851851851852,0.01304851851851852
0.006556896551724139,0.006556896551724139,0.006556896551724139
0.005939285714285714,0.005939285714285714,0.005939285714285714
0.03733074074074074,0.03733074074074074,0.03733074074074074
0.0204775,0.0204775,0.0204775
