S1,S2,S3,S4,S5,S6
0.012140748393552826,0.016994703815535528,0.019606869283776824,0.02227046435678131,0.02227046435678131,0.006205588425258614
0.020505333333333334,0.04069559925976163,0.035273844386142235,0.057477670485541116,0.04622410032295563,0.01604461945118467
0.037152597110526125,0.041913782294782924,0.0278925795390326,0.04672695271837044,0.028227973307538914,0.015575650906123482
0.02048592631568058,0.02048592631568058,0.0427013769879922,0.036685807394812434,0.0427013769879922,0.02048592631568058
0.012028918165081273,0.012028918165081273,0.024739042074780865,0.01683816308601123,0.012028918165081273,0.0076589870957805735
0.04904421366876785,0.03851183937361049,0.03851183937361049,0.019338883964520735,0.019338883964520735,0.02384687454385174
0.010997401934990278,0.024875623271855225,0.01898271373956757,0.01346901161851128,0.016153585957480596,0.010997401934990278
0.03696674938373673,0.0297290185509041,0.022686364186444687,0.02617336447612343,0.022686364186444687,0.010319092983397333
0.017846823876344106,0.019896264421519795,0.015819518565921988,0.017846823876344106,0.015819518565921988,0.006632088140506599
0.01859900825436606,0.03876823780551018,0.03876823780551018,0.050049579794183244,0.04436421081177088,0.023424466261990594
0.0154694351688885,0.013309378136125306,0.017847159711779848,0.020271698070627103,0.017847159711779848,0.005648639062575978
0.016912493302863058,0.016912493302863058,0.009219849330855328,0.014889723004406736,0.010982535445944557,0.0074769377451078005
0.02764868665596479,0.02075745039861,0.017486564829030604,0.02764868665596479,0.02075745039861,0.014439055689971796
0.021943572971786823,0.024463463819928803,0.01699741853520351,0.014602901980581085,0.019450898514775727,0.008154487939976265
0.018744069551923533,0.018744069551923533,0.01217191365985058,0.021015338142530517,0.014303694131808278,0.008286669423601647
0.03779068507897148,0.03779068507897148,0.026360435593039397,0.03183576267204599,0.026287515852813748,0.021102907225543904
0.03522596471245989,0.04064036025627976,0.025164873665123627,0.04616135709555192,0.04064036025627976,0.020407729780132618
